Ana_Full,,,,,,,,,
Unnamed: 0,Year,Test_Type,Question,Subquestion,Student_ID,Response,GPT_Score,Actual_Score,nth_trial
2700,2022,BC,4,d,A,"- dV/dt = (1/3)π [ r² (dh/dt) + h (2r dr/dt) ]  
  - Product‐rule usage: 1/1  
  - Chain‐rule usage: 1/1  

- Substitution at t=3 → r=100, h=50, dr/dt=−5, dh/dt=−2 ⇒ dV/dt = −70000π/3  
  - Correct numeric answer: 1/1  

- total points : 3 out of 3",3,3,2
2709,2022,BC,5,c,A,"- 1st Expression: V = ∫(from x=3 to ∞) π(1/x²)² dx  
  - Criteria (improper‐integral setup): earned 1/1 point

- 2nd Expression: = π lim (b → ∞) ∫(from x=3 to b) 1/x^4 dx  
  - Criteria (correct antiderivative −1/(3x³)): earned 1/1 point

- 3rd Expression: = π lim (b → ∞) [ (−1/3)(1/b³ − 1/27 ) ] = π/81  
  - Criteria (final answer using correct limit notation): earned 1/1 point

- total points: 3 out of 3",3,3,2
2724,2023,BC,1,a,A,"- “∫(60→135) f(t) dt represents the amount of gas pumped, in gallons, from t=60 to t=135 seconds.”  
  - Criteria (Interpretation with units): earned 1/1  

- “(90−60)(0.15) + (120−90)(0.1) + (135−120)(0.05) = 8.25”  
  - Criteria (Form of right Riemann sum): earned 1/1  
  - Criteria (Numerical answer): earned 1/1  

- total points: 3 out of 3",3,3,2
2766,2023,BC,4,c,A,"- lim (x→2) [6 f(x) − 3x] = 0 and lim (x→2) [x² − 5x + 6] = 0  
  - Criteria c–1: 1/1 (correctly presented separate limits for numerator and denominator)

- Since f is differentiable (hence continuous) at x = 2, L'Hôpital’s Rule applies  
  - Criteria c–2: 1/1 (correct application of L'Hôpital’s Rule)

- lim (x→2) [(6 f′(x) − 3) / (2x − 5)] = 3  
  - Criteria c–3: 1/1 (correct derivative work and final answer)

- total points: 3 out of 3",3,3,2
2769,2023,BC,4,d,A,"- “Critical values f′(x)=0 at x = −1,2,6.”  
  - Criteria (Considers f′(x)=0): 1/1 point

- “(Table of f(x) at −2,−1,2,6,8) and comparison including endpoints.”  
  - Criteria (Justification): 1/1 point

- “The absolute minimum value of f on [−2,8] is f(2)=1.”  
  - Criteria (Answer): 1/1 point

- total points: 3 out of 3",3,3,2
2772,2023,BC,5,a,A,"- 1st Mathematical Expression:  
  ∫₀³ [f(x) - g(x)] dx = ∫₀³ f(x) dx – ∫₀³ (12 / (3 + x)) dx  
  - Criteria (Integral setup): 1/1  
    • The student correctly sets up the integral for the area as ∫₀³ (f(x) – g(x)) dx and uses the given ∫₀³ f(x) dx = 10.

- 2nd Mathematical Expression:  
  10 – ∫₀³ [12 / (3 + x)] dx  
  - Criteria (Antiderivative): 1/1  
    • The student correctly identifies the antiderivative of 12/(3 + x) as 12 ln|3 + x| and applies the integral from 0 to 3.

- 3rd Mathematical Expression:  
  10 – 12 [ln(6) – ln(3)] = 10 – 12 ln(2)  
  - Criteria (Final answer): 1/1  
    • The final expression is correct and simplified appropriately, matching 10 – 12 ln(2).

- total points: 3 out of 3",3,3,2
2773,2023,BC,5,a,B,"- area = ∫₀³ f(x)dx − ∫₀³ g(x)dx  
  - Criteria (Integral setup): 1 point earned. The response correctly expresses the area as the difference of the two definite integrals on [0,3].

- ∫₀³ (12/(3+x))dx = 12 ln|3+x| from x=0 to x=3  
  - Criteria (Antiderivative): 1 point earned. The antiderivative 12 ln(3+x) is correctly found and evaluated over [0,3].

- Final answer: 10 − 12 ln(2)  
  - Criteria (Correct final result): 1 point earned. The final area, 10 − 12 ln(2), matches the required expression.

- total points : 3 out of 3",3,3,2
2775,2023,BC,5,b,A,"- b) ∫(0 to ∞) (12/(3+x))² dx = 144 ∫(0 to ∞) (3+x)⁻² dx = 144 lim(a→∞) ∫(0 to a) (3+x)⁻² dx  
  - Criteria (limit‐notation point): 1/1  

- = 144 lim(a→∞) [ –(3+x)⁻¹ ](0 to a)  
  - Criteria (antiderivative point): 1/1  

- = 144 lim(a→∞) ( –1/(3+a) + 1/3 ) = 48  
  - Criteria (final‐answer point): 1/1  

- total points: 3 out of 3",3,3,2
2778,2023,BC,5,c,A,"- 1st Mathematical expression: “u = x, dv = f′(x) dx”  
  - Criteria (c)–1: 1/1 point (correct identification of u and dv)

- 2nd Mathematical expression: “∫₀³ x f′(x) dx = x f(x)∣₀³ – ∫₀³ f(x) dx”  
  - Criteria (c)–2: 1/1 point (correct application of integration by parts formula)

- 3rd Mathematical expression: “3·2 – 10 = –4”  
  - Criteria (c)–3: 1/1 point (correct final answer)

- total points: 3 out of 3",3,3,2
2787,2023,BC,6,c,A,"- e^x ≈ 1 + x  (first two Taylor terms)  
  - No rubric‐specific credit directly awarded here.
  
- f(x) ≈ 2 + 3x  
  - No rubric‐specific credit directly awarded here.

- e^x f(x) ≈ 2 + 5x (first two terms)  
  - Criteria (c)‐1: 1/1 point  
    (Correctly identifies the partial Maclaurin expansion e^x f(x)=2+5x+⋯ in an alternate‐solution approach.)

- g(x) = ∫ e^x f(x) dx ≈ 2x + 5x²/2 + C  
  - Criteria (c)‐2: 1/1 point  
    (Obtains the form of the polynomial for g up to the x² term, i.e., has the correct first two terms.)

- g(0)=4 ⇒ C=4  
  - No additional rubric‐specific point here, but used to find the constant term.

- g(x) ≈ 4 + 2x + 5x²/2  
  - Criteria (c)‐3: 1/1 point  
    (Presents the correct second‐degree Taylor polynomial for g about x=0.)

- total points : 3 out of 3",3,3,2
2788,2023,BC,6,c,B,"- g(0) = 4  
  ─ (No rubric criteria directly tested here.)

- g′(0) = e^0 f(0) = f(0)  
  ─ (No rubric criteria directly tested here.)

- g″(0) = f′(0) + f(0)  
  - Criteria (c) “g″(0) = f(0) + f′(0)” : 1/1 point

- The second-degree Taylor polynomial:  g(0) = 4 + f(0)x + ( f′(0) + f(0) )/2 x²  
  - Criteria (c) “First two terms (4 + 2x)” : 1/1 point  
  - Criteria (c) “Complete second-degree polynomial” : 1/1 point

- total points : 3 out of 3",3,3,2
2793,2024,BC,1,b,A,"- 3(100) + 4(85) + 5(69) = 985 degrees Celsius  
  - Criteria (Left Riemann sum setup): earned 1/1  
  - Criteria (Numerical estimate from table values): earned 1/1  

- (1/12)∫₀¹² C(t) dt is the average temperature from 0 min to 12 min  
  - Criteria (Interpretation as average temperature over the given time interval): earned 1/1  

- total points: 3 out of 3",3,3,2
2794,2024,BC,1,b,B,"- ∫₀¹² C(t) dt ≈ 3(100) + 4(85) + 5(69) = 985  
  - Criteria b1 (Form of left Riemann sum): 1/1 point  
  - Criteria b2 (Numerical estimate): 1/1 point  

- (1/12) ∫₀¹² C(t) dt ≈ 82.0833333… °C  
  - Criteria b3 (Interpretation as average temperature from t=0 to t=12): 1/1 point  

- total points : 3 out of 3",3,3,2
2796,2024,BC,1,c,A,"- 55 + ∫(12 to 20) C′(t) dt = 40.329 degrees Celsius  
  - Integral with correct integrand and limits: 1/1  
  - Correct use of initial condition C(12)=55: 1/1  
  - Correct numerical answer near 40.329: 1/1  

- total points : 3 out of 3",3,3,2
2808,2024,BC,2,c,A,"- 1st Mathematical expression:  
  y(2) = y(0) + ∫₀² y′(t) dt  
  - Criteria (Definite integral): earned 1/1  
    (They set up the correct definite integral from 0 to 2.)  
  - Criteria (Use of initial condition): earned 1/1  
    (They use y(2) = 6 to relate y(0) via the integral.)

- 2nd Mathematical expression:  
  6 = y(0) + 7.1736 ⇒ y(0) = −1.1736  
  - Criteria (Answer): earned 1/1  
    (They arrive at the correct numerical value for y(0).)

- total points : 3 out of 3",3,3,2
2809,2024,BC,2,c,B,"```structure
- 1st Mathematical expression:  6 − ∫₂⁰ (−t + √(t^(1.2) + 20)) dt ≈ −1.174
  - Criteria 1-1 (Definite integral): earned 1/1
  - Criteria 1-2 (Use of initial condition y(2) = 6): earned 1/1
  - Criteria 1-3 (Correct final answer near −1.174): earned 1/1
- total points : 3 out of 3
```",3,3,2
2817,2024,BC,3,b,A,"- 1st Mathematical expression/sentence:  
  ""dH/dt = 0 ⇒ ½(H–1) cos(t/2) = 0 ⇒ cos(t/2) = 0 ⇒ t = π, 3π.""  
  - Criteria (b)‐1: Earned 1/1 (correctly sets derivative = 0, uses H>1, and arrives at cos(t/2) = 0).  
  - Criteria (b)‐2: Earned 1/1 (correctly identifies t = π as the critical point in the given interval).  

- 2nd Mathematical expression/sentence:  
  ""H has a critical point at π on the interval 0 < t < 5, and the point is a relative maximum because H′ changes from positive to negative at t = π.""  
  - Criteria (b)‐3: Earned 1/1 (states sign of derivative changes from + to –, justifying relative maximum).  

- total points: 3 out of 3.",3,3,2
2821,2024,BC,3,c,B,"- First step:  
  dH/dt = ½(H−1)cos(t/2) ⇒ dH/(H−1) = ½cos(t/2) dt  
  • Separation‐of‐variables point: 1/1  

- Second step (integrating both sides):  
  ∫(1/(H−1)) dH = ∫(½cos(t/2)) dt  
  • Left‐side antiderivative (ln|H−1|): 1/1  
  • Right‐side antiderivative (claimed ¼sin(t/2)): 0/1  
    (Correct integral should be sin(t/2), not ¼sin(t/2))  

- Third step (constant of integration and use of H(0)=4):  
  ln|4−1| = ¼sin(0) + C ⇒ ln3 = C  
  • Constant‐of‐integration point, using the initial condition: 1/1  

- Final expression:  
  H = 3e^(¼sin(t/2)) + 1  
  • Correct final form point (must match 3e^(sin(t/2)) + 1): 0/1  

- total points : 3 out of 5",3,3,2
2823,2024,BC,4,a,A,"- g(-6) = -12  
  - Criteria (for g(-6)): earned point / 1 point

- g(4) = 4  
  - Criteria (for g(4)): earned point / 1 point

- g(6) = 3  
  - Criteria (for g(6)): earned point / 1 point

- total points: 3 out of 3",3,3,2
2841,2024,BC,5,d,A,"- u = t + 5  and  dv = cos(t/4) dt  
  - Criteria (correct choice of u and dv): earned 1/1

- ∫(t+5) cos(t/4) dt = (t+5)·4 sin(t/4) – ∫ 4 sin(t/4) dt  
  - Criteria (correct application of uv – ∫v du): earned 1/1

- 4(t + 5) sin(t/4) + 16 cos(t/4) + C  
  - Criteria (correct final antiderivative with +C): earned 1/1

- total points: 3 out of 3",3,3,2
2853,2024,BC,6,d,A,"```structure
- lim (n → ∞) | ((n+2) x^(2n+2) / ((n+1)² · 3^(n+1))) · (n² · 3^n / ((n+1) · x^(2n))) | 
  - Criteria (ratio setup): 1/1  
  - Criteria (limit evaluation): 1/1
- Concludes |x²/3| < 1 ⇒ |x| < √3 ⇒ Radius of convergence R = √3
  - Criteria (final radius): 1/1
- total points: 3 out of 3
```",3,3,2
1197,2024,BC,4,c,A,"- h(6) = ∫ (from −6 to 6) f′(t) dt = f(6) − f(−6) = −1 − 0.5 = −1.5  
  - Criteria c-1 (uses the Fundamental Theorem of Calculus): earned 1/1  
  - Criteria c-2 (correct numeric value of h(6) with supporting work): earned 1/1  

- h′(6) = f′(6) = −1/2  
  - Criteria c-3 (correct value of h′(6)): earned 1/1  

- h″(6) = f″(6) = 0  
  - Criteria c-4 (correct value of h″(6)): earned 1/1  

- total points: 4/4",4,4,5
9,2022,AB,1,d,A,"```structure
- N′(t) = A(t) − 400 = 0  
  - Criteria (for setting N′(t)=0): 1/1 point

- A(t) = 400 => t = 1.46937 and t = 3.59771, so a = 1.46937 and b = 3.59771  
  - Criteria (for correctly identifying a and b): 1/1 point

- Greatest number of vehicles in line is 71  
  - Criteria (for stating the maximum number in line): 1/1 point

- Justification via table: N(a)=0, N(b)=71.2541, N(4)=62.3383, demonstrating the maximum at t=b  
  - Criteria (for providing a correct justification): 1/1 point

- total points: 4 out of 4
```",4,4,7
132,2023,AB,3,d,A,"- ∫(1/(40 − M)) dM = ∫(1/4) dt  
  • Separates variables: earned 1/1

- −ln|40 − M| = (1/4)t + C  
  • Finds antiderivative: earned 1/1

- At t = 0, M(0) = 5 ⇒ 40 − 5 = 35 = C ⇒ C = 35  
  • Uses initial condition in constant of integration: earned 1/1

- M = 40 − 35 e^(−t/4)  
  • Solves for M correctly: earned 1/1

- total points: 4 out of 4",4,4,7
183,2024,AB,4,c,A,"- h(6) = ∫₍-6₎⁶ f′(t) dt = f(6) – f(–6) = –1 – 0.5 = –1.5  
  - Criteria (Use of Fundamental Theorem of Calculus): 1/1  
  - Criteria (Correct value of h(6) with supporting work): 1/1  

- h′(6) = f′(6) = –1/2  
  - Criteria (Correct value of h′(6)): 1/1  

- h″(6) = f″(6) = 0  
  - Criteria (Correct value of h″(6)): 1/1  

- total points: 4 out of 4",4,4,7
195,2024,AB,5,d,A,"- d/dt(y³ + 2xy) = d/dt(24)  
  • Criteria (1) – Attempts implicit differentiation: 1/1  
  • Criteria (2) – Obtains 3y²(dy/dt) + 2x(dy/dt) + 2y(dx/dt) = 0 (or an equivalent correct form): 1/1  

- Substituting y = 2, x = 4, and dy/dt = −2 into 3(2)²(−2) + 2(4)(−2) + 2(2)(dx/dt) = 0  
  • Criteria (3) – Uses dy/dt = ±2 (correctly −2 here): 1/1  
  • Criteria (4) – Correct final answer dx/dt = 10: 1/1  

- total points: 4 out of 4",4,4,7
201,2024,AB,6,b,A,"- 1st Expression:  
  V = (1/2) ∫₂⁵ (x² − 2x)² dx  
  • Criteria (b)-1 (integrand of the form k [g(x)]²): earned 1/1  
  • Criteria (b)-2 (correct limits x=2 to x=5): earned 1/1  

- 2nd Expression:  
  V = (1/2) ∫₂⁵ (x⁴ − 4x³ + 4x²) dx = (1/2) [x⁵/5 − x⁴ + (4/3)x³]₂⁵  
  • Criteria (b)-3 (correct antiderivative): earned 1/1  

- 3rd Expression:  
  V = (1/2) { [5⁵/5 − 5⁴ + (4/3)(5³)] − [2⁵/5 − 2⁴ + (4/3)(2³)] }  
  • Criteria (b)-4 (final numeric value or equivalent expression): earned 1/1  

- total points: 4 out of 4",4,4,7
216,2022,BC,1,d,A,"- N′(t) = A(t) − 400 = 0 ⇒ t = 1.46937, t = 3.59771  
  - Criteria (Point for setting N′(t)=0): 1/1  
  - Criteria (Point for finding both a and b correctly): 1/1  

- The table of N(t) shows N(1.46937) = 0, N(3.59771) ≈ 71.2541, N(4) ≈ 62.3383, and the conclusion that the maximum is at t = 3.59771.  
  - Criteria (Point for identifying the greatest number of vehicles is 71): 1/1  
  - Criteria (Point for justification with correct values and max argument): 1/1  

- total points: 4 out of 4",4,4,7
258,2022,BC,5,b,A,"- V = ∫(from 1 to 5) x e^(x/5) dx  
  - Criteria 1 (correct definite‐integral setup): earned 1/1  

- u = x, dv = e^(x/5) dx, ⇒ v = 5 e^(x/5)  
  - Criteria 2 (application/setup of integration by parts): earned 1/1  

- ∫ x e^(x/5) dx = 5x e^(x/5) − 25 e^(x/5) + C  
  - Criteria 3 (correct antiderivative): earned 1/1  

- Evaluating from 1 to 5 yields V = 20 e^(1/5)  
  - Criteria 4 (correct final answer): earned 1/1  

- total points: 4 out of 4",4,4,7
259,2022,BC,5,b,B,"- ∫₁⁵ x e^(x/5) dx  
  - Criteria (Integral set up correctly from x=1 to x=5): 1/1  
    • The student clearly presents the correct definite integral ∫₁⁵ x e^(x/5) dx.  

- u = x, dv = e^(x/5) dx ⇒ v = 5 e^(x/5)  
  - Criteria (Correct choice of u and dv for integration by parts): 1/1  
    • The student explicitly identifies u and dv consistent with a correct integration by parts setup.  

- ∫ x e^(x/5) dx = 5x e^(x/5) – 25 e^(x/5) + C  
  - Criteria (Correct antiderivative found via integration by parts): 1/1  
    • The student’s work correctly obtains 5x e^(x/5) – 25 e^(x/5) as the indefinite integral.  

- Evaluating at x = 1 and x = 5 ⇒ 20 e^(1/5)  
  - Criteria (Final numeric/algebraic answer): 1/1  
    • The student’s final evaluated result is 20 e^(1/5), matching the required answer.  

- total points : 4 out of 4",4,4,7
264,2022,BC,6,a,A,"- “lim (n→∞) | a(n+1) / a(n) | = |x²| < 1”  
  - Criteria (Ratio Setup): 1/1 point  
    Justification: The student correctly formed the ratio a(n+1)/a(n) and simplified it.  
  - Criteria (Limit and Interior): 1/1 point  
    Justification: The student correctly evaluated |x²| < 1 ⇒ –1 < x < 1.

- “At x = –1, the series … converges by AST”  
  - Criteria (Endpoint x = –1): 1/1 point  
    Justification: The student recognized the alternating-series nature and correctly applied the Alternating Series Test.

- “At x = 1, the series … converges by AST”  
  - Criteria (Endpoint x = 1): 1/1 point  
    Justification: Again, the student correctly applied the Alternating Series Test, showing convergence at x = 1.

- total points: 4 out of 4",4,4,7
309,2023,BC,3,d,A,"```structure
- ∫(1/(40−M)) dM = ∫(1/4) dt
  - Criteria (Separates variables): 1/1
- −ln|40−M| = (1/4)t + C
  - Criteria (Finds antiderivatives): 1/1
- 5 = C·e^0 + 40 → C = −35
  - Criteria (Constant of integration and uses initial condition): 1/1
- M = 40 − 35e^(−t/4)
  - Criteria (Solves for M): 1/1
- total points : 4 out of 4
```",4,4,7
333,2023,BC,6,a,A,"- f^(4)(x) = −2 f′(x²) − 4x² f″(x²)  
  - Criteria (form of product rule): 1/1  
  - Criteria (correct f^(4)(x) expression): 1/1  

- f^(4)(0) = −6  
  - Criteria (correct evaluation at x = 0): 1/1  

- T₄(x) = 2 + 3x − x² − (x⁴/4)  
  - Criteria (correct fourth-degree Taylor polynomial): 1/1  

- total points: 4 out of 4",4,4,7
381,2024,BC,4,c,A,"- h(6) = ∫(from −6 to 6) f′(t) dt = f(6) − f(−6) = −1 − 0.5 = −1.5  
  • Criteria (FTC‐usage): earned 1/1  
  • Criteria (correct numeric value for h(6)): earned 1/1  

- h′(6) = f′(6) = −1/2  
  • Criteria (correct expression and value for h′(6)): earned 1/1  

- h′′(6) = f′′(6) = 0  
  • Criteria (correct second derivative value at 6): earned 1/1  

- total points: 4 out of 4",4,4,7
417,2022,AB,1,d,A,"```structure
- N′(t) = A(t) − 400 = 0  
  - Criteria (d)-1: 1/1  
- A(t) = 450√(sin(0.62t)) = 400 ⇒  t = 1.46937 and t = 3.59771  
  - Criteria (d)-2: 1/1  
- The greatest number of vehicles in line is 71  
  - Criteria (d)-3: 1/1  
- Justification by evaluating N(t) at t = a, t = b, and t = 4 (showing N(a) = 0, N(b) ≈ 71.254, N(4) ≈ 62.338)  
  - Criteria (d)-4: 1/1  

- total points : 4 out of 4
```",4,4,6
540,2023,AB,3,d,A,"```structure
- ∫(1/(40−M)) dM = ∫(1/4) dt  
  - Criteria (separating variables): 1/1  

- −ln|40−M| = (1/4)t + C  
  - Criteria (finding antiderivatives): 1/1  

- 40 − M = Ce^(−t/4) ⇒ M = 40 − Ce^(−t/4)  
  - Criteria (constant of integration and initial‐condition setup): 1/1  

- Using M(0) = 5 ⇒ 5 = 40 − C ⇒ C = 35 ⇒ M(t) = 40 − 35e^(−t/4)  
  - Criteria (final solved form for M): 1/1  

- total points : 4 out of 4
```",4,4,6
591,2024,AB,4,c,A,"- h(x) = ∫(from -6 to x) f′(t) dt = f(t) |(from -6 to x)  
  - Criteria (use of FTC) : 1 / 1  

- h(6) = ∫(from -6 to 6) f′(t) dt = f(6) – f(-6) = –1 – 0.5 = –1.5  
  - Criteria (correct evaluation of h(6) with supporting work) : 1 / 1  

- h′(x) = f′(x), so h′(6) = f′(6) = –1/2  
  - Criteria (correct derivation and value for h′(6)) : 1 / 1  

- h″(6) = f″(6) = 0  
  - Criteria (correct value for h″(6)) : 1 / 1  

- total points : 4 out of 4",4,4,6
603,2024,AB,5,d,A,"```structure
- d/dt (y³ + 2xy) = 0
  - Criteria (d1), “Attempts implicit differentiation”: 1/1 point

- 3y²(dy/dt) + 2x(dy/dt) + 2y(dx/dt) = 0
  - Criteria (d2), “Correct implicit‐differentiation equation”: 1/1 point

- dy/dt = −2
  - Criteria (d3), “Uses dy/dt = ±2 correctly in the equation”: 1/1 point

- dx/dt = 10
  - Criteria (d4), “Correct final numeric answer”: 1/1 point

- total points: 4 out of 4
```",4,4,6
609,2024,AB,6,b,A,"- 1st Mathematical expression:  
  V = ∫(from x=2 to x=5) ½(g(x))² dx  
  • Criteria 1-1 (correct integrand of the form k[g(x)]²): earned 1/1  
  • Criteria 1-2 (correct limits 2 to 5): earned 1/1  

- 2nd Mathematical expression:  
  V = ½ ∫(from x=2 to x=5) (x⁴ − 4x³ + 4x²) dx = ½ [x⁵/5 − x⁴ + (4/3)x³] (from x=2 to x=5)  
  • Criteria 2-1 (correct antiderivative): earned 1/1  

- 3rd Mathematical expression (final evaluation):  
  ½ [ (5⁵/5 − 5⁴ + (4·5³)/3) − (2⁵/5 − 2⁴ + (4·2³)/3 ) ] = 414/5  
  • Criteria 3-1 (correct final numeric answer equivalent to 414/5): earned 1/1  

- total points: 4 out of 4",4,4,6
624,2022,BC,1,d,A,"- N′(t) = A(t) − 400 = 0  
  • Criteria (d1): 1/1 point (They correctly set N′(t) = 0.)  

- Identifies t = 1.46937 and t = 3.59771 as solutions to A(t) = 400  
  • Criteria (d2): 1/1 point (They found the correct values of a and b to the appropriate precision.)  

- States the greatest number of vehicles is 71  
  • Criteria (d3): 1/1 point (They give the correct maximum value, 71.)  

- Justifies that N(t) attains its absolute maximum at t = 3.59771 using the table of N-values  
  • Criteria (d4): 1/1 point (They provide a valid candidates’ test and justification.)  

- total points: 4 out of 4",4,4,6
666,2022,BC,5,b,A,"- “V = ∫₁⁵ x e^(x/5) dx”  
  - Criteria (Definite integral set up): earned 1/1

- “u = x, dv = e^(x/5) dx ⇒ v = 5 e^(x/5)”  
  - Criteria (Identifying u and dv for integration by parts): earned 1/1

- “∫ x e^(x/5) dx = 5x e^(x/5) – 25 e^(x/5) + C”  
  - Criteria (Correct integration by parts work): earned 1/1

- “Evaluating from 1 to 5 gives V = 20 e^(1/5)”  
  - Criteria (Correct final answer): earned 1/1

- total points : 4 out of 4",4,4,6
667,2022,BC,5,b,B,"- 1st Mathematical Expression:  
  ""Volume = ∫₁⁵ x e^(x/5) dx""  
  - Criteria (Integral Setup): earned 1/1  
    • The student correctly writes down the definite integral for the volume.

- 2nd Mathematical Expression:  
  ""u = x, dv = e^(x/5) dx ⇒ du = dx, v = 5 e^(x/5)""  
  - Criteria (By-Parts Setup): earned 1/1  
    • The student correctly identifies u and dv (integrand split for integration by parts).

- 3rd Mathematical Expression:  
  ""∫ x e^(x/5) dx = 5x e^(x/5) − 25 e^(x/5) + C""  
  - Criteria (Result of Integration by Parts): earned 1/1  
    • The student obtains the correct antiderivative using integration by parts.

- 4th Mathematical Expression:  
  ""Evaluating from 1 to 5 gives Volume = 20 e^(1/5)""  
  - Criteria (Final Evaluation): earned 1/1  
    • The student correctly substitutes the limits 1 and 5 and simplifies to the final answer 20 e^(1/5).

- total points: 4 out of 4",4,4,6
672,2022,BC,6,a,A,"- 1st Mathematical Expression:  
  lim (n → ∞) |aₙ₊₁ / aₙ| = lim (n → ∞) |(–1)ⁿ⁺¹ x^(2n+3) / (2n+3) × (2n+1) / ((–1)ⁿ x^(2n+1))| = |x²| < 1  
  - Criteria (Ratio set up correctly): 1/1  
  - Criteria (Correct limit and interior −1 < x < 1): 1/1  

- 2nd Sentence/Discussion of x = −1:  
  Concludes the series becomes an alternating series with terms decreasing in absolute value to 0, so it converges (AST).  
  - Criteria (Endpoint x = −1 analysis): 1/1  

- 3rd Sentence/Discussion of x = 1:  
  Concludes the series again is alternating with terms going to 0 and converges (AST). Hence final interval of convergence is [−1, 1].  
  - Criteria (Endpoint x = 1 analysis and final interval): 1/1  

- total points : 4 out of 4",4,4,6
717,2023,BC,3,d,A,"- First expression: ∫(1/(40−M)) dM = ∫(1/4) dt  
  - Separation of variables: 1/1

- Second expression: −ln|40−M| = (1/4)t + C  
  - Finds correct antiderivatives: 1/1

- Third step (applying M(0)=5): 5 = 40 − C ⇒ C = 35  
  - Uses constant of integration/initial condition: 1/1

- Fourth expression: M(t) = 40 − 35 e^(−t/4)  
  - Correctly solves for M: 1/1

- total points: 4 out of 4",4,4,6
741,2023,BC,6,a,A,"```structure
- f⁽⁴⁾(x) = -2f′(x²) - 4x² f″(x²)  
  - Criteria 1-1 (Form of product rule): earned 1/1  
  - Criteria 1-2 (Correct final expression for f⁽⁴⁾(x)): earned 1/1  

- f⁽⁴⁾(0) = -6  
  - Criteria 2-1 (Correct evaluation leading to -6): earned 1/1  

- T₄(x) = 2 + 3x - x² - (x⁴/4)  
  - Criteria 3-1 (Complete and correct fourth-degree Taylor polynomial): earned 1/1  

- total points : 4 out of 4
```",4,4,6
789,2024,BC,4,c,A,"- h(6) = ∫(from –6 to 6) f′(t) dt = f(6) – f(–6) = –1 – 0.5 = –1.5  
  - Criteria (FTC usage for h(6)): earned 1/1  
  - Criteria (correct numeric value for h(6) with work): earned 1/1  

- h′(6) = f′(6) = –1/2  
  - Criteria (correct expression/value for h′(6)): earned 1/1  

- h″(6) = f″(6) = 0  
  - Criteria (correct value for h″(6)): earned 1/1  

- total points: 4 out of 4",4,4,6
825,2022,AB,1,d,A,"- N′(t) = A(t) − 400 = 0  
  - Criteria (derivative set to zero): 1/1 point earned

- A(t) = 400 ⇒ t = 1.46937, 3.59771; hence a = 1.46937, b = 3.59771  
  - Criteria (correct critical times identified): 1/1 point earned

- “The greatest number of vehicles in line is 71.”  
  - Criteria (correct maximum value): 1/1 point earned

- Justification and table of N(t) values at t = a, b, 4  
  - Criteria (complete justification with correct values at each candidate): 1/1 point earned

- total points : 4 out of 4",4,4,5
915,2023,AB,3,d,A,"- ∫(1 / (40 − M)) dM = ∫(1/4) dt  
  - Criteria (separates variables): 1/1 point

- −ln|40 − M| = (1/4) t + C  
  - Criteria (finds antiderivatives): 1/1 point

- 5 = 40 − C ⇒ C = 35  
  - Criteria (constant of integration and uses initial condition): 1/1 point

- M(t) = 40 − 35 e^(−t/4)  
  - Criteria (solves for M): 1/1 point

- total points : 4 out of 4",4,4,5
1000,2024,AB,4,c,A,"- h(6) = ∫₋₆⁶ f′(t) dt = f(6) − f(−6) = −1 − 0.5 = −1.5  
  - Criteria (Uses FTC): earned 1/1  
  - Criteria (Correct numeric value with work): earned 1/1  

- h′(6) = f′(6) = −1/2  
  - Criteria (h′(6) correctly found): earned 1/1  

- h″(6) = f″(6) = 0  
  - Criteria (h″(6) correctly found): earned 1/1  

- total points: 4 out of 4",4,4,5
1012,2024,AB,5,d,A,"- First mathematical expression:  
  3y² (dy/dt) + 2x (dy/dt) + 2y (dx/dt) = 0  
  • Criteria (d)–1: 1 / 1 point earned (they correctly attempt implicit differentiation)  
  • Criteria (d)–2: 1 / 1 point earned (they produce the correct differentiated equation)

- Second mathematical expression:  
  3(2)²(−2) + 2(4)(−2) + 2(2)(dx/dt) = 0 ⇒ dx/dt = 10  
  • Criteria (d)–3: 1 / 1 point earned (they correctly substitute dy/dt = –2)  
  • Criteria (d)–4: 1 / 1 point earned (they solve correctly for dx/dt = 10)

- total points: 4 out of 4",4,4,5
1018,2024,AB,6,b,A,"- “V = ½∫₂⁵(x² – 2x)² dx”  
  • Integrand uses ½·(g(x))² correctly ⇒ earned 1/1  
  • Limits of integration x = 2 to x = 5 are correct ⇒ earned 1/1  

- “V = ½ ∫₂⁵ (x⁴ – 4x³ + 4x²) dx = ½[ x⁵/5 – x⁴ + (4/3)x³ ] from 2 to 5”  
  • Correct antiderivative of ½(x² – 2x)² ⇒ earned 1/1  

- Final numeric evaluation “414/5” (or 82.8)  
  • Correct final value ⇒ earned 1/1  

- total points : 4 out of 4",4,4,5
